Id,Year,Variety,Owner,IdOwnerVarietyYear,Species,Country,Region,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Color,AltitudeLowMeters,AltitudeHighMeters,AltitudeMeanMeters
1098,2014,Catuai,U Htun Htun,"1098, U Htun Htun, 2014, Catuai",Arabica,Myanmar,ywar ngan,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,Green,4287,4287,4287
1099,2015,Caturra,Gloria Antonieta Escobar Urrutia,"1099, Gloria Antonieta Escobar Urrutia, 2015, Caturra",Arabica,Nicaragua,matagalpa,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,Green,900,900,900
1100,2014,Hawaiian Kona,Eileen Koyanagi,"1100, Eileen Koyanagi, 2014, Hawaiian Kona",Arabica,United States,kona,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,Green,,,
1101,2012,Typica,Honor Dela Fuente,"1101, Honor Dela Fuente, 2012, Typica",Arabica,Colombia,,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,Green,,,
1102,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1102, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,chiayi fanluÂòâÁæ©Á∏£Áï™Ë∑ØÈÑâ,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,Green,700,700,700
1103,2012,Caturra,The Coffee Source Inc.,"1103, The Coffee Source Inc., 2012, Caturra",Arabica,Guatemala,oriente,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,Green,1400,1400,1400
1104,2012,Caturra,Saul M. Hernandez Ramirez,"1104, Saul M. Hernandez Ramirez, 2012, Caturra",Arabica,Mexico,"calnali, hidalgo",7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,None,808,808,808
1105,2017,Catimor,"Sunvirtue Co., Ltd.","1105, Sunvirtue Co., Ltd., 2017, Catimor",Arabica,Vietnam,dala,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,,1550,1550,1550
1106,2015,Caturra,"Exportadora Atlantic, S.A.","1106, Exportadora Atlantic, S.A., 2015, Caturra",Arabica,Nicaragua,jinotega,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,,1100,1275,1187.5
1107,2015,Catuai,Cadexsa,"1107, Cadexsa, 2015, Catuai",Arabica,Honduras,marcala,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,Green,1400,1400,1400
1108,2013,Bourbon,Juan Luis Alvarado Romero,"1108, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,Green,399.483072,399.483072,399.483072
1109,2012,Typica,Pablo Enrique Martinez Gama,"1109, Pablo Enrique Martinez Gama, 2012, Typica",Arabica,Mexico,coatepec,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,Green,1250,1250,1250
1110,2012,Typica,Israel Eduardo Paz Garcia,"1110, Israel Eduardo Paz Garcia, 2012, Typica",Arabica,Mexico,zaragoza itundujia,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,Green,1550,1550,1550
1111,2012,Bourbon,Marco Virgilio Ramirez Teliz,"1111, Marco Virgilio Ramirez Teliz, 2012, Bourbon",Arabica,Mexico,veracruz,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,Green,1000,1000,1000
1112,2012,Bourbon,Juan Luis Alvarado Romero,"1112, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,oriente,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,Green,399.483072,399.483072,399.483072
1113,,,Kona Pacific Farmers Cooperative,"1113, Kona Pacific Farmers Cooperative",Arabica,United States,kona,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,,,,
1114,2017,Bourbon,Brayan Cunha Souza,"1114, Brayan Cunha Souza, 2017, Bourbon",Arabica,Brazil,mantiqueira de minas,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,Green,1100,1100,1100
1115,2014,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1115, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2014, Typica",Arabica,Taiwan,ËãóÊ†óÊ≥∞ÂÆâ,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,Green,850,850,850
1116,2013,,Honor Dela Fuente,"1116, Honor Dela Fuente, 2013",Arabica,Nicaragua,,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,Green,,,
1117,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1117, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,yunlin gukeng he bao Èõ≤ÊûóÁ∏£Âè§ÂùëÈÑâËç∑ËãûÊùë,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,Green,200,200,200
1118,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1118, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,changhua baguashan ÂΩ∞ÂåñÂ∏ÇÂÖ´Âç¶Â±±,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,Green,150,150,150
1119,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1119, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,changhua baguashan ÂΩ∞ÂåñÂ∏ÇÂÖ´Âç¶Â±±,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,Green,250,250,250
1120,2012,Typica,Israel Eduardo Paz Garcia,"1120, Israel Eduardo Paz Garcia, 2012, Typica",Arabica,Mexico,zaragoza itundujia,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,None,1300,1300,1300
1121,2012,Typica,Federico Pacheco Perez,"1121, Federico Pacheco Perez, 2012, Typica",Arabica,Mexico,escuitla,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,Green,1300,1300,1300
1122,2017,Caturra,"Comercial Internacional Exportadora, S.A.","1122, Comercial Internacional Exportadora, S.A., 2017, Caturra",Arabica,Nicaragua,jinotega,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,Green,1250,1250,1250
1123,2015,Other,Ngu Shwe Li,"1123, Ngu Shwe Li, 2015, Other",Arabica,Myanmar,"doe kwin, pyin oo lwin",7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,Green,3845,3845,3845
1124,2014,Typica,Kurt Kappeli,"1124, Kurt Kappeli, 2014, Typica",Arabica,Mexico,"sierra fraylesca, chiapas",7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,Green,1300,1500,1400
1125,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1125, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,changhua baguashan ÂΩ∞ÂåñÂ∏ÇÂÖ´Âç¶Â±±,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,Green,250,250,250
1126,2012,,Doi Tung Development Project,"1126, Doi Tung Development Project, 2012",Arabica,Thailand,thailand,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,Green,800,800,800
1127,2012,Typica,Pablo Enrique Martinez Gama,"1127, Pablo Enrique Martinez Gama, 2012, Typica",Arabica,Mexico,coatepec,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,Green,1250,1250,1250
1128,2012,Other,Semiramis Casas Velazquez,"1128, Semiramis Casas Velazquez, 2012, Other",Arabica,Mexico,san miguel del puerto,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,Green,1100,1100,1100
1129,2010,,Ethiopia Commodity Exchange,"1129, Ethiopia Commodity Exchange, 2010",Arabica,Ethiopia,limu,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80,,,,
1130,2015,,Federacion Nacional De Cafeteros,"1130, Federacion Nacional De Cafeteros, 2015",Arabica,Colombia,huila,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,Green,,,
1131,2014,Hawaiian Kona,Eileen Koyanagi,"1131, Eileen Koyanagi, 2014, Hawaiian Kona",Arabica,United States,kona,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92,Green,,,
1132,2013,Bourbon,Calixto Guillen Vazquez,"1132, Calixto Guillen Vazquez, 2013, Bourbon",Arabica,Mexico,chiapas,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,Green,1300,1300,1300
1133,2012,Other,Alejandro Garcia Palacios,"1133, Alejandro Garcia Palacios, 2012, Other",Arabica,Mexico,"motozintla, chiapas",7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,Green,1100,1100,1100
1134,2012,Bourbon,Christina Dusing,"1134, Christina Dusing, 2012, Bourbon",Arabica,Mexico,veracruz,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,,1100,1100,1100
1135,2012,Catuai,Montegrande,"1135, Montegrande, 2012, Catuai",Arabica,Mexico,jaltenango,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,Green,1100,1100,1100
1136,2012,Typica,Pablo Enrique Martinez Gama,"1136, Pablo Enrique Martinez Gama, 2012, Typica",Arabica,Mexico,coatepec,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,Green,1250,1250,1250
1137,2012,Mundo Novo,Jesus Carlos Cadena Valdivia,"1137, Jesus Carlos Cadena Valdivia, 2012, Mundo Novo",Arabica,Mexico,veracruz,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,Green,1250,1250,1250
1138,,,Kona Pacific Farmers Cooperative,"1138, Kona Pacific Farmers Cooperative",Arabica,United States,kona,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92,,,,
1139,2017,SL34,Kennedy Macharia,"1139, Kennedy Macharia, 2017, SL34",Arabica,Kenya,kiambu,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,,1500,1500,1500
1140,2017,Bourbon,Juan Luis Alvarado Romero,"1140, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,san marcos,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,Green,1700,1700,1700
1141,2014,Caturra,Asociaci„≥N Aldea Global Jinotega,"1141, Asociaci„≥N Aldea Global Jinotega, 2014, Caturra",Arabica,Nicaragua,jinotega,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83,Green,1250,1250,1250
1142,2012,Typica,Sergio De La Vequia Bernardi,"1142, Sergio De La Vequia Bernardi, 2012, Typica",Arabica,Mexico,veracruz,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,Green,1300,1300,1300
1143,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"1143, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83,Blue-Green,,,
1144,2016,Bourbon,Juan Luis Alvarado Romero,"1144, Juan Luis Alvarado Romero, 2016, Bourbon",Arabica,Guatemala,oriente,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,Green,190164,190164,190164
1145,2014,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","1145, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2014, Typica",Arabica,Taiwan,"taiwu township , pingtung county Â±èÊù±Á∏£Ê≥∞Ê≠¶ÈÑâ",7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,,800,1200,1000
1146,2013,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","1146, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2013, Typica",Arabica,Taiwan,"baihe dist., tainan city Ëá∫ÂçóÂ∏ÇÁôΩÊ≤≥ÂçÄ",7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75,Blue-Green,500,700,600
1147,2013,,Doi Tung Development Project,"1147, Doi Tung Development Project, 2013",Arabica,Thailand,thailand,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,Green,800,800,800
1148,2013,,Dane Loraas,"1148, Dane Loraas, 2013",Arabica,Peru,huanuco,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75,Green,,,
1149,2013,Catuai,The Coffee Source Inc.,"1149, The Coffee Source Inc., 2013, Catuai",Arabica,Costa Rica,brunca,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,Bluish-Green,1100,1100,1100
1150,2013,Typica,Fredy Gordillo Reyes,"1150, Fredy Gordillo Reyes, 2013, Typica",Arabica,Mexico,"la concordia, chiapas",7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,Green,1400,1400,1400
1151,2013,Bourbon,Leonides De La Cruz Lopez,"1151, Leonides De La Cruz Lopez, 2013, Bourbon",Arabica,Mexico,chiapas,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,Green,1022,1022,1022
1152,2013,Bourbon,Calixto Guillen Vazquez,"1152, Calixto Guillen Vazquez, 2013, Bourbon",Arabica,Mexico,chiapas,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,Green,1300,1300,1300
1153,2012,Bourbon,Israel Eduardo Paz Garcia,"1153, Israel Eduardo Paz Garcia, 2012, Bourbon",Arabica,Mexico,zaragoza itundujia,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,None,1450,1450,1450
1154,2012,Typica,Alfredo Bojalil,"1154, Alfredo Bojalil, 2012, Typica",Arabica,Mexico,pochutla,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,Green,1050,1050,1050
1155,2012,Bourbon,Lusso Lab,"1155, Lusso Lab, 2012, Bourbon",Arabica,Guatemala,antigua,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75,Green,,,
1156,2012,Typica,Montegrande,"1156, Montegrande, 2012, Typica",Arabica,Mexico,tuxtla gutierrez,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,,1100,1100,1100
1157,2016,Bourbon,Juan Luis Alvarado Romero,"1157, Juan Luis Alvarado Romero, 2016, Bourbon",Arabica,Guatemala,oriente,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,Green,371.61216,371.61216,371.61216
1158,2016,Bourbon,Consejo Salvadore„±O Del Caf„©,"1158, Consejo Salvadore„±O Del Caf„©, 2016, Bourbon",Arabica,El Salvador,cacahuatique,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,Bluish-Green,1250,1250,1250
1159,2013,,Doi Tung Development Project,"1159, Doi Tung Development Project, 2013",Arabica,Thailand,thailand,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,Blue-Green,800,800,800
1160,2013,Bourbon,Juan Luis Alvarado Romero,"1160, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,Green,399.483072,399.483072,399.483072
1161,2013,Typica,Fredy Gordillo Reyes,"1161, Fredy Gordillo Reyes, 2013, Typica",Arabica,Mexico,"la concordia, chiapas",7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,Green,1400,1400,1400
1162,2012,Caturra,Saul M. Hernandez Ramirez,"1162, Saul M. Hernandez Ramirez, 2012, Caturra",Arabica,Mexico,"tenango de doria, hidalgo",7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,None,975,975,975
1163,2012,Mundo Novo,Alfredo Bojalil,"1163, Alfredo Bojalil, 2012, Mundo Novo",Arabica,Mexico,"coatepec, coatepec",6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,,1264,1264,1264
1164,,Peaberry,Doi Tung Development Project,"1164, Doi Tung Development Project, Peaberry",Arabica,Thailand,,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67,,,,
1165,2012,Typica,Obed Rendon Ponce,"1165, Obed Rendon Ponce, 2012, Typica",Arabica,Mexico,tepetzingo,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,None,1250,1250,1250
1166,2012,Caturra,Armando Luis Pohlenz Martinez,"1166, Armando Luis Pohlenz Martinez, 2012, Caturra",Arabica,Mexico,la concordia,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,Green,1550,1550,1550
1167,,,Exportadora De Cafe Condor S.A,"1167, Exportadora De Cafe Condor S.A",Arabica,Colombia,huila,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58,,1800,1800,1800
1168,2009,,Carl Walker,"1168, Carl Walker, 2009",Arabica,Guatemala,"chuva, san marcos",7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58,,325.16064,483.095808,404.128224
1169,2015,Caturra,Cooperativa El Gorrion R.L,"1169, Cooperativa El Gorrion R.L, 2015, Caturra",Arabica,Nicaragua,jinotega,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5,Green,1050,1050,1050
1170,2014,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1170, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2014, Typica",Arabica,Taiwan,nantou,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5,,700,700,700
1171,2013,Caturra,Exportadora De Cafe Condor S.A,"1171, Exportadora De Cafe Condor S.A, 2013, Caturra",Arabica,Colombia,cundinamarca,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5,Green,1550,1550,1550
1172,2012,Caturra,Armando Luis Pohlenz Martinez,"1172, Armando Luis Pohlenz Martinez, 2012, Caturra",Arabica,Mexico,la concordia,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,Green,1550,1550,1550
1173,2012,Typica,Mario Jose Fernandez,"1173, Mario Jose Fernandez, 2012, Typica",Arabica,Mexico,"coatepec, coatepec",7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5,Bluish-Green,1100,1100,1100
1174,2013,Bourbon,Juan Luis Alvarado Romero,"1174, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,Green,371.61216,371.61216,371.61216
1175,2014,Other,Juan Luis Alvarado Romero,"1175, Juan Luis Alvarado Romero, 2014, Other",Arabica,Guatemala,oriente,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,Green,371.61216,371.61216,371.61216
1176,2012,Typica,Adriana Torres Rico Quevedo,"1176, Adriana Torres Rico Quevedo, 2012, Typica",Arabica,Mexico,xicotepec de juarez,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,Green,800,800,800
1177,2016,,Rre Kunene,"1177, Rre Kunene, 2016",Arabica,Cote d?Ivoire,cnra station of divo,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,Bluish-Green,200,200,200
1178,2013,Caturra,The Coffee Source Inc.,"1178, The Coffee Source Inc., 2013, Caturra",Arabica,Colombia,pereira,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,Green,1200,1200,1200
1179,2012,Typica,Eric Jesus Cordoba Arroyo,"1179, Eric Jesus Cordoba Arroyo, 2012, Typica",Arabica,Mexico,zentla,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,None,950,950,950
1180,2012,Typica,Eric Jesus Cordoba Arroyo,"1180, Eric Jesus Cordoba Arroyo, 2012, Typica",Arabica,Mexico,zentla,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,Green,750,750,750
1181,2012,Bourbon,Juan Luis Alvarado Romero,"1181, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,oriente,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,Green,,,
1182,2014,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","1182, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2014, Typica",Arabica,Taiwan,natou county,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,Blue-Green,850,850,850
1183,2012,Bourbon,Marco Virgilio Ramirez Teliz,"1183, Marco Virgilio Ramirez Teliz, 2012, Bourbon",Arabica,Mexico,veracruz,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,Green,1000,1000,1000
1184,2017,Bourbon,Juan Luis Alvarado Romero,"1184, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,santa rosa,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,Green,371.61216,371.61216,371.61216
1185,2017,Catuai,Janny Marlith Torres,"1185, Janny Marlith Torres, 2017, Catuai",Arabica,Honduras,ocotepeque,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,Green,1650,1650,1650
1186,2016,Bourbon,Juan Luis Alvarado Romero,"1186, Juan Luis Alvarado Romero, 2016, Bourbon",Arabica,Guatemala,occidente,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,Green,1320,1320,1320
1187,2015,Catuai,Juan Luis Alvarado Romero,"1187, Juan Luis Alvarado Romero, 2015, Catuai",Arabica,Guatemala,nuevo oriente,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,Green,1300,1800,1550
1188,2012,Catuai,Brent Hall,"1188, Brent Hall, 2012, Catuai",Arabica,Costa Rica,san rafael,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17,None,,,
1189,2012,Typica,Israel Eduardo Paz Garcia,"1189, Israel Eduardo Paz Garcia, 2012, Typica",Arabica,Mexico,zaragoza itundujia,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,None,1550,1550,1550
1190,2012,Typica,Julio Cesar Robles Flores,"1190, Julio Cesar Robles Flores, 2012, Typica",Arabica,Mexico,yajalon,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,Green,1450,1450,1450
1191,,Typica,Masamichi Hiroike,"1191, Masamichi Hiroike, Typica",Arabica,Mexico,"pluma hidalogo, oaxaca",6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17,,1200,1200,1200
1192,2017,Bourbon,Juan Luis Alvarado Romero,"1192, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,san marcos,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,Green,1700,1700,1700
1193,2013,Other,German Negron,"1193, German Negron, 2013, Other",Arabica,United States,yauco region,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,Green,260.128512,260.128512,260.128512
1194,2012,Typica,Israel Eduardo Paz Garcia,"1194, Israel Eduardo Paz Garcia, 2012, Typica",Arabica,Mexico,zaragoza itundujia,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,None,1500,1500,1500
1195,2012,Mundo Novo,Juana Rodriguez Gutierrez,"1195, Juana Rodriguez Gutierrez, 2012, Mundo Novo",Arabica,Mexico,tlacuilotepec,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,Green,1100,1100,1100
1196,2012,Typica,Balbino Ramirez Flores,"1196, Balbino Ramirez Flores, 2012, Typica",Arabica,Mexico,talpa de allende,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,Bluish-Green,1200,1200,1200
1197,,,Racafe & Cia S.C.A,"1197, Racafe & Cia S.C.A",Arabica,,,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,79.08,,,,
1198,2014,Other,Juan Luis Alvarado Romero,"1198, Juan Luis Alvarado Romero, 2014, Other",Arabica,Guatemala,oriente,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,Green,371.61216,371.61216,371.61216
1199,2014,Pacas,Cafes Finos De Exportacion S De R.L.,"1199, Cafes Finos De Exportacion S De R.L., 2014, Pacas",Arabica,Honduras,intibuca,7,7,7,7,7,7,10,10,10,7,79,Green,1350,1350,1350
1200,2012,Typica,Sustainable Harvest Coffee,"1200, Sustainable Harvest Coffee, 2012, Typica",Arabica,Peru,san ignacio,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,,1400,1400,1400
1201,2012,Mundo Novo,Gonzalo De Aquino Flores,"1201, Gonzalo De Aquino Flores, 2012, Mundo Novo",Arabica,Mexico,"iliatenco, guerrero",6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,None,1300,1300,1300
1202,2012,Typica,Israel Eduardo Paz Garcia,"1202, Israel Eduardo Paz Garcia, 2012, Typica",Arabica,Mexico,zaragoza itundujia,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,Green,1550,1550,1550
1203,2012,Typica,Juan Avenamar Rodriguez Funez,"1203, Juan Avenamar Rodriguez Funez, 2012, Typica",Arabica,Mexico,amatenango de la frontera,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,Green,12,12,12
1204,2013,Typica,Alfredo Bojalil,"1204, Alfredo Bojalil, 2013, Typica",Arabica,Mexico,"la concordia, chiapas",7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,Green,1300,1300,1300
1205,2012,Typica,Israel Eduardo Paz Garcia,"1205, Israel Eduardo Paz Garcia, 2012, Typica",Arabica,Mexico,zaragoza itundujia,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,None,1400,1400,1400
1206,2016,Caturra,"Exportadora Atlantic, S.A.","1206, Exportadora Atlantic, S.A., 2016, Caturra",Arabica,Nicaragua,jalapa,7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,Green,1100,1100,1100
1207,2013,,Eileen Koyanagi,"1207, Eileen Koyanagi, 2013",Arabica,United States,kona,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,Green,,,
1208,2013,Bourbon,Juan Luis Alvarado Romero,"1208, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,Green,399.483072,399.483072,399.483072
1209,2012,Typica,Octavio Augusto Diaz Trejo,"1209, Octavio Augusto Diaz Trejo, 2012, Typica",Arabica,Mexico,veracruz,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,Green,1320,1320,1320
1210,2012,Typica,Damaso Martinez Perez,"1210, Damaso Martinez Perez, 2012, Typica",Arabica,Mexico,veracruz,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,None,1250,1250,1250
